season,team,out_player,out_pos,metric,beneficiary,benef_pos,share_with,share_without,delta,n_with,n_without
2025,LV,Zamir White,RB,targets,Jack Bech,WR,0.0705,0.1042,0.0338,4,8
2025,LV,Zamir White,RB,targets,Brock Bowers,TE,0.2143,0.2426,0.0283,3,9
2025,LV,Zamir White,RB,targets,Dylan Laube,RB,0.0411,0.0588,0.0177,2,1
2025,LV,Zamir White,RB,targets,Alex Bachman,WR,0.029,0.0455,0.0164,2,1
2025,LV,Michael Mayer,TE,carries,Raheem Mostert,RB,0.0958,0.156,0.0602,5,3
2025,LV,Michael Mayer,TE,carries,Ashton Jeanty,RB,0.7198,0.7383,0.0185,13,4
2025,LV,Michael Mayer,TE,targets,Jack Bech,WR,0.0696,0.1632,0.0936,9,3
2025,LV,Michael Mayer,TE,targets,Ashton Jeanty,RB,0.1421,0.2002,0.0582,12,4
2025,LV,Michael Mayer,TE,targets,Jakobi Meyers,WR,0.2105,0.2583,0.0478,5,2
2025,LV,Michael Mayer,TE,targets,Ian Thomas,TE,0.0475,0.0667,0.0192,4,3
2025,LV,Brock Bowers,TE,carries,Raheem Mostert,RB,0.0824,0.2262,0.1438,6,2
2025,LV,Brock Bowers,TE,carries,Dylan Laube,RB,0.1286,0.1818,0.0532,2,1
2025,LV,Brock Bowers,TE,targets,Michael Mayer,TE,0.1007,0.2429,0.1422,8,4
2025,LV,Brock Bowers,TE,targets,Tre Tucker,WR,0.1689,0.2364,0.0675,12,5
2025,LV,Brock Bowers,TE,targets,Shedrick Jackson,WR,0.0357,0.0728,0.0371,1,2
2025,LV,Brock Bowers,TE,targets,Tyler Lockett,WR,0.1158,0.1497,0.0339,8,2
2025,LV,Brock Bowers,TE,targets,Dylan Laube,RB,0.0411,0.0588,0.0177,2,1
2025,LV,Dont'e Thornton Jr.,WR,carries,Geno Smith,QB,0.1238,0.1732,0.0495,12,2
2025,LV,Dont'e Thornton Jr.,WR,carries,Ashton Jeanty,RB,0.7195,0.7588,0.0393,15,2
2025,LV,Dont'e Thornton Jr.,WR,carries,Brock Bowers,TE,0.04,0.0526,0.0126,1,1
2025,LV,Dont'e Thornton Jr.,WR,targets,Jack Bech,WR,0.0819,0.2143,0.1323,11,1
2025,LV,Dont'e Thornton Jr.,WR,targets,Michael Mayer,TE,0.1452,0.1795,0.0342,11,1
2025,LV,Dont'e Thornton Jr.,WR,targets,Brock Bowers,TE,0.2314,0.256,0.0246,10,2
2025,LV,Jack Bech,WR,carries,Ashton Jeanty,RB,0.7194,0.8,0.0806,16,1
2025,LV,Jack Bech,WR,carries,Tre Tucker,WR,0.0481,0.1,0.0519,7,1
2025,LV,Jack Bech,WR,targets,Michael Mayer,TE,0.1291,0.3571,0.2281,11,1
2025,LV,Jack Bech,WR,targets,Shedrick Jackson,WR,0.0371,0.1071,0.0701,2,1
2025,LV,Jack Bech,WR,targets,Dont'e Thornton Jr.,WR,0.0946,0.1429,0.0482,10,1
2025,LV,Jack Bech,WR,targets,Tre Tucker,WR,0.1871,0.2143,0.0272,16,1
2025,MIA,Darren Waller,TE,carries,Ollie Gordon II,RB,0.1399,0.2059,0.066,8,8
2025,MIA,Darren Waller,TE,carries,Malik Washington,WR,0.0459,0.1044,0.0586,4,6
2025,MIA,Darren Waller,TE,carries,De'Von Achane,RB,0.6171,0.6277,0.0106,9,7
2025,MIA,Darren Waller,TE,targets,De'Von Achane,RB,0.1338,0.2536,0.1198,9,7
2025,MIA,Darren Waller,TE,targets,Theo Wease Jr.,WR,0.0917,0.2083,0.1166,2,1
2025,MIA,Darren Waller,TE,targets,Alec Ingold,RB,0.0332,0.0613,0.0281,4,4
2025,MIA,Darren Waller,TE,targets,Greg Dulcich,TE,0.1452,0.1731,0.0278,5,4
2025,MIA,Darren Waller,TE,targets,Nick Westbrook-Ikhine,WR,0.0606,0.0846,0.024,4,5
2025,MIA,Tyreek Hill,WR,carries,De'Von Achane,RB,0.6105,0.6255,0.015,4,12
2025,MIA,Tyreek Hill,WR,targets,Jaylen Waddle,WR,0.1914,0.2455,0.0541,4,12
2025,MIA,Tyreek Hill,WR,targets,Julian Hill,TE,0.0472,0.0772,0.03,3,8
2025,MIA,Tyreek Hill,WR,targets,Malik Washington,WR,0.1226,0.1502,0.0277,4,13
2025,MIA,Tyreek Hill,WR,targets,Nick Westbrook-Ikhine,WR,0.0654,0.0782,0.0128,3,6
2025,MIA,Jaylen Waddle,WR,carries,Jaylen Wright,RB,0.215,0.52,0.305,8,1
2025,MIA,Jaylen Waddle,WR,carries,Ollie Gordon II,RB,0.1604,0.36,0.1996,15,1
2025,MIA,Jaylen Waddle,WR,targets,Theo Wease Jr.,WR,0.0917,0.2083,0.1166,2,1
2025,MIA,Jaylen Waddle,WR,targets,Tahj Washington,WR,0.0541,0.125,0.0709,1,1
2025,MIA,Jaylen Waddle,WR,targets,Alec Ingold,RB,0.0421,0.0833,0.0412,7,1
2025,MIA,Jaylen Waddle,WR,targets,Cedrick Wilson Jr.,WR,0.0579,0.0833,0.0254,5,1
2025,MIA,Jaylen Waddle,WR,targets,Malik Washington,WR,0.1423,0.1667,0.0244,16,1
2025,MIA,Zach Wilson,QB,carries,Tua Tagovailoa,QB,0.0649,0.1364,0.0715,9,1
2025,MIA,Zach Wilson,QB,carries,Ollie Gordon II,RB,0.1693,0.2273,0.058,15,1
2025,MIA,Zach Wilson,QB,targets,Malik Washington,WR,0.1361,0.2667,0.1306,16,1
2025,MIA,Zach Wilson,QB,targets,Nick Westbrook-Ikhine,WR,0.0665,0.1333,0.0668,8,1
2025,MIA,Zach Wilson,QB,targets,Tanner Conner,TE,0.0631,0.1,0.0369,6,1
2025,MIA,Zach Wilson,QB,targets,Ollie Gordon II,RB,0.0345,0.0667,0.0322,7,1
2025,MIA,Zach Wilson,QB,targets,Dee Eskridge,WR,0.0385,0.0667,0.0281,4,1
2025,MIA,De'Von Achane,RB,carries,Jaylen Wright,RB,0.215,0.52,0.305,8,1
2025,MIA,De'Von Achane,RB,carries,Ollie Gordon II,RB,0.1604,0.36,0.1996,15,1
2025,MIA,De'Von Achane,RB,targets,Theo Wease Jr.,WR,0.0917,0.2083,0.1166,2,1
2025,MIA,De'Von Achane,RB,targets,Tahj Washington,WR,0.0541,0.125,0.0709,1,1
2025,MIA,De'Von Achane,RB,targets,Alec Ingold,RB,0.0421,0.0833,0.0412,7,1
2025,MIA,De'Von Achane,RB,targets,Cedrick Wilson Jr.,WR,0.0579,0.0833,0.0254,5,1
2025,MIA,De'Von Achane,RB,targets,Malik Washington,WR,0.1423,0.1667,0.0244,16,1
2025,MIA,Jaylen Wright,RB,carries,De'Von Achane,RB,0.5868,0.6986,0.1118,11,5
2025,MIA,Jaylen Wright,RB,carries,Malik Washington,WR,0.0549,0.1202,0.0654,6,4
2025,MIA,Jaylen Wright,RB,carries,Alec Ingold,RB,0.0333,0.0476,0.0143,1,1
2025,MIA,Jaylen Wright,RB,targets,De'Von Achane,RB,0.1696,0.2227,0.0531,11,5
2025,MIA,Jaylen Wright,RB,targets,Julian Hill,TE,0.0601,0.0928,0.0326,8,3
2025,MIA,Tahj Washington,WR,carries,Jaylen Wright,RB,0.2244,0.2685,0.0441,4,5
2025,MIA,Tahj Washington,WR,carries,Malik Washington,WR,0.0693,0.0927,0.0234,5,5
2025,MIA,Tahj Washington,WR,carries,Tua Tagovailoa,QB,0.0563,0.0788,0.0224,3,7
2025,MIA,Tahj Washington,WR,targets,Darren Waller,TE,0.1278,0.1893,0.0615,3,5
2025,MIA,Tahj Washington,WR,targets,Tanner Conner,TE,0.0397,0.0899,0.0502,3,4
2025,MIA,Tahj Washington,WR,targets,Dee Eskridge,WR,0.0302,0.0535,0.0233,2,3
2025,MIA,Tahj Washington,WR,targets,Nick Westbrook-Ikhine,WR,0.063,0.0794,0.0164,3,6
2025,MIA,Tahj Washington,WR,targets,Theo Wease Jr.,WR,0.1269,0.1379,0.011,2,1
2025,MIN,Carson Wentz,QB,carries,Aaron Jones,RB,0.3418,0.5268,0.185,3,9
2025,MIN,Carson Wentz,QB,targets,Aaron Jones,RB,0.1058,0.1513,0.0456,3,9
2025,MIN,Carson Wentz,QB,targets,Josh Oliver,TE,0.0538,0.0793,0.0255,5,7
2025,MIN,Carson Wentz,QB,targets,Justin Jefferson,WR,0.2988,0.3101,0.0113,7,10
2025,MIN,Aaron Jones,RB,carries,Jordan Mason,RB,0.3562,0.6022,0.246,11,5
2025,MIN,Aaron Jones,RB,carries,Ty Chandler,RB,0.25,0.3226,0.0726,1,1
2025,MIN,Aaron Jones,RB,carries,Zavier Scott,RB,0.1383,0.1712,0.0329,4,5
2025,MIN,Aaron Jones,RB,targets,Ben Sims,TE,0.0575,0.1333,0.0759,2,1
2025,MIN,Aaron Jones,RB,targets,T.J. Hockenson,TE,0.1456,0.1919,0.0463,11,4
2025,MIN,Aaron Jones,RB,targets,Jordan Mason,RB,0.0524,0.0937,0.0413,7,2
2025,MIN,Aaron Jones,RB,targets,Zavier Scott,RB,0.047,0.0715,0.0245,4,4
2025,MIN,Aaron Jones,RB,targets,Jalen Nailor,WR,0.1119,0.1285,0.0165,12,5
2025,MIN,T.J. Hockenson,TE,carries,Aaron Jones,RB,0.4658,0.6429,0.1771,11,1
2025,MIN,T.J. Hockenson,TE,carries,Jordan Mason,RB,0.4318,0.4516,0.0198,15,1
2025,MIN,T.J. Hockenson,TE,targets,Aaron Jones,RB,0.1267,0.2857,0.159,11,1
2025,MIN,T.J. Hockenson,TE,targets,Justin Jefferson,WR,0.2979,0.3619,0.064,15,2
2025,MIN,T.J. Hockenson,TE,targets,Ben Sims,TE,0.0435,0.1024,0.0589,1,2
2025,MIN,T.J. Hockenson,TE,targets,Josh Oliver,TE,0.0615,0.1048,0.0433,10,2
2025,MIN,Ty Chandler,RB,carries,J.J. McCarthy,QB,0.0707,0.1557,0.085,2,7
2025,MIN,Ty Chandler,RB,carries,Zavier Scott,RB,0.0968,0.1641,0.0673,1,8
2025,MIN,Ty Chandler,RB,targets,Jordan Addison,WR,0.0857,0.1974,0.1117,2,12
2025,MIN,Ty Chandler,RB,targets,Ben Yurosek,TE,0.0333,0.0667,0.0333,1,1
2025,MIN,Ty Chandler,RB,targets,Zavier Scott,RB,0.0333,0.063,0.0296,1,7
2025,MIN,Ty Chandler,RB,targets,Jordan Mason,RB,0.0455,0.0636,0.0182,1,8
2025,MIN,Ty Chandler,RB,targets,Jalen Nailor,WR,0.1026,0.1198,0.0172,3,14
2025,MIN,Jordan Mason,RB,carries,Aaron Jones,RB,0.4658,0.6429,0.1771,11,1
2025,MIN,Jordan Mason,RB,targets,Aaron Jones,RB,0.1267,0.2857,0.159,11,1
2025,MIN,Jordan Mason,RB,targets,Josh Oliver,TE,0.062,0.1429,0.0809,11,1
2025,MIN,Jordan Mason,RB,targets,Justin Jefferson,WR,0.3022,0.3571,0.0549,16,1
2025,MIN,Zavier Scott,RB,carries,Jordan Mason,RB,0.4234,0.5769,0.1535,15,1
2025,MIN,Zavier Scott,RB,targets,T.J. Hockenson,TE,0.1563,0.1818,0.0256,14,1
2025,MIN,Zavier Scott,RB,targets,Josh Oliver,TE,0.0667,0.0909,0.0242,11,1
2025,MIN,Zavier Scott,RB,targets,Jalen Nailor,WR,0.1156,0.1364,0.0208,16,1
2025,MIN,Zavier Scott,RB,targets,Adam Thielen,WR,0.0724,0.0909,0.0186,8,1
2025,MIN,Zavier Scott,RB,targets,Justin Jefferson,WR,0.3047,0.3182,0.0135,16,1
2025,MIN,Ben Sims,TE,carries,J.J. McCarthy,QB,0.1153,0.2,0.0847,6,1
2025,MIN,Ben Sims,TE,carries,Aaron Jones,RB,0.522,0.5436,0.0216,7,2
2025,MIN,Ben Sims,TE,carries,Jordan Mason,RB,0.326,0.3364,0.0103,7,2
2025,MIN,Ben Sims,TE,targets,Justin Jefferson,WR,0.3036,0.3363,0.0327,8,2
2025,MIN,Ben Sims,TE,targets,Jordan Addison,WR,0.169,0.1963,0.0274,8,2
2025,MIN,Ben Sims,TE,targets,T.J. Hockenson,TE,0.1432,0.159,0.0158,6,2
2025,MIN,Jordan Addison,WR,carries,Zavier Scott,RB,0.1439,0.2581,0.1142,8,1
2025,MIN,Jordan Addison,WR,carries,Jordan Mason,RB,0.4124,0.5222,0.1098,13,3
2025,MIN,Jordan Addison,WR,carries,J.J. McCarthy,QB,0.1274,0.17,0.0427,7,2
2025,MIN,Jordan Addison,WR,targets,Jalen Nailor,WR,0.1002,0.1943,0.0941,14,3
2025,MIN,Jordan Addison,WR,targets,Adam Thielen,WR,0.0588,0.1057,0.0469,6,3
2025,MIN,Jordan Addison,WR,targets,T.J. Hockenson,TE,0.1496,0.1916,0.042,12,3
2025,MIN,Jordan Addison,WR,targets,Jordan Mason,RB,0.0523,0.0942,0.0419,7,2
2025,MIN,J.J. McCarthy,QB,carries,Jordan Mason,RB,0.3606,0.5538,0.1932,10,6
2025,MIN,J.J. McCarthy,QB,carries,Zavier Scott,RB,0.0894,0.1902,0.1008,3,6
2025,MIN,J.J. McCarthy,QB,carries,Aaron Jones,RB,0.4744,0.4991,0.0248,9,3
2025,MIN,J.J. McCarthy,QB,targets,Aaron Jones,RB,0.1247,0.1857,0.0609,9,3
2025,MIN,J.J. McCarthy,QB,targets,Jordan Addison,WR,0.166,0.202,0.036,8,6
2025,MIN,J.J. McCarthy,QB,targets,T.J. Hockenson,TE,0.1439,0.1791,0.0353,9,6
2025,MIN,J.J. McCarthy,QB,targets,Ben Yurosek,TE,0.0333,0.0667,0.0333,1,1
2025,MIN,J.J. McCarthy,QB,targets,Zavier Scott,RB,0.0401,0.0708,0.0307,3,5
2025,NE,Mack Hollins,WR,carries,TreVeyon Henderson,RB,0.3537,0.4278,0.0741,17,4
2025,NE,Mack Hollins,WR,carries,D'Ernest Johnson,RB,0.0792,0.1369,0.0577,2,2
2025,NE,Mack Hollins,WR,targets,Kyle Williams,WR,0.0501,0.1175,0.0673,11,3
2025,NE,Mack Hollins,WR,targets,Rhamondre Stevenson,RB,0.0942,0.1505,0.0563,14,4
2025,NE,Mack Hollins,WR,targets,Kayshon Boutte,WR,0.1263,0.1802,0.0539,15,3
2025,NE,Mack Hollins,WR,targets,Drake Maye,QB,0.0222,0.037,0.0148,1,1
2025,NE,Antonio Gibson,RB,carries,TreVeyon Henderson,RB,0.262,0.4009,0.1388,5,16
2025,NE,Antonio Gibson,RB,carries,Rhamondre Stevenson,RB,0.3271,0.3998,0.0727,5,13
2025,NE,Antonio Gibson,RB,targets,Mack Hollins,WR,0.0753,0.1883,0.1129,4,12
2025,NE,Antonio Gibson,RB,targets,Kyle Williams,WR,0.025,0.0712,0.0462,2,12
2025,NE,Antonio Gibson,RB,targets,Kayshon Boutte,WR,0.1176,0.1421,0.0244,5,13
2025,NE,Antonio Gibson,RB,targets,Drake Maye,QB,0.0222,0.037,0.0148,1,1
2025,NE,Rhamondre Stevenson,RB,carries,TreVeyon Henderson,RB,0.3311,0.5884,0.2573,18,3
2025,NE,Rhamondre Stevenson,RB,carries,Terrell Jennings,RB,0.081,0.2603,0.1793,3,2
2025,NE,Rhamondre Stevenson,RB,targets,Stefon Diggs,WR,0.2081,0.2507,0.0425,18,3
2025,NE,Rhamondre Stevenson,RB,targets,TreVeyon Henderson,RB,0.0932,0.1334,0.0403,13,3
2025,NE,Rhamondre Stevenson,RB,targets,Mack Hollins,WR,0.1533,0.1893,0.036,13,3
2025,NE,Rhamondre Stevenson,RB,targets,DeMario Douglas,WR,0.0972,0.1247,0.0276,16,3
2025,NE,Rhamondre Stevenson,RB,targets,Hunter Henry,TE,0.1655,0.178,0.0126,18,3
2025,NE,Kayshon Boutte,WR,carries,TreVeyon Henderson,RB,0.3259,0.6191,0.2932,18,3
2025,NE,Kayshon Boutte,WR,targets,Mack Hollins,WR,0.1474,0.2482,0.1007,14,2
2025,NE,Kayshon Boutte,WR,targets,Rhamondre Stevenson,RB,0.1012,0.2,0.0988,17,1
2025,NE,Kayshon Boutte,WR,targets,Stefon Diggs,WR,0.2028,0.2831,0.0803,18,3
2025,NE,Kayshon Boutte,WR,targets,Kyle Williams,WR,0.0495,0.12,0.0705,11,3
2025,NE,Kayshon Boutte,WR,targets,Efton Chism III,WR,0.0435,0.08,0.0365,2,1
2025,NE,Terrell Jennings,RB,carries,D'Ernest Johnson,RB,0.0792,0.1369,0.0577,2,2
2025,NE,Terrell Jennings,RB,carries,Drake Maye,QB,0.1701,0.1907,0.0206,8,8
2025,NE,Terrell Jennings,RB,targets,Rhamondre Stevenson,RB,0.0745,0.1313,0.0568,5,8
2025,NE,Terrell Jennings,RB,targets,Mack Hollins,WR,0.1745,0.2159,0.0414,8,4
2025,NE,Terrell Jennings,RB,targets,Kyle Williams,WR,0.0549,0.094,0.0391,7,5
2025,NE,Terrell Jennings,RB,targets,Kayshon Boutte,WR,0.1287,0.1535,0.0249,6,7
2025,NO,Taysom Hill,QB,carries,Alvin Kamara,RB,0.4201,0.5738,0.1537,7,4
2025,NO,Taysom Hill,QB,targets,Brandin Cooks,WR,0.0616,0.1096,0.048,5,4
2025,NO,Taysom Hill,QB,targets,Juwan Johnson,TE,0.1652,0.212,0.0468,13,4
2025,NO,Taysom Hill,QB,targets,Jack Stoll,TE,0.0334,0.0566,0.0232,6,2
2025,NO,Alvin Kamara,RB,carries,Devin Neal,RB,0.1463,0.475,0.3287,5,3
2025,NO,Alvin Kamara,RB,carries,Tyler Shough,QB,0.1377,0.1733,0.0356,4,6
2025,NO,Alvin Kamara,RB,targets,Devaughn Vele,WR,0.0868,0.2336,0.1467,6,3
2025,NO,Alvin Kamara,RB,targets,Kevin Austin Jr.,WR,0.0244,0.1688,0.1444,1,4
2025,NO,Alvin Kamara,RB,targets,Dante Pettis,WR,0.0233,0.1055,0.0822,1,3
2025,NO,Alvin Kamara,RB,targets,Mason Tipton,WR,0.0484,0.0951,0.0466,3,3
2025,NO,Alvin Kamara,RB,targets,Taysom Hill,QB,0.041,0.0861,0.0451,3,4
2025,NO,Chris Olave,WR,carries,Audric Estimé,RB,0.2653,0.8077,0.5424,4,1
2025,NO,Chris Olave,WR,targets,Kevin Austin Jr.,WR,0.1087,0.2647,0.156,4,1
2025,NO,Chris Olave,WR,targets,Dante Pettis,WR,0.0642,0.1471,0.0828,3,1
2025,NO,Chris Olave,WR,targets,Audric Estimé,RB,0.073,0.1471,0.0741,3,1
2025,NO,Chris Olave,WR,targets,Taysom Hill,QB,0.0632,0.0882,0.025,6,1
2025,NO,Kendre Miller,RB,carries,Devin Neal,RB,0.0749,0.3345,0.2596,2,6
2025,NO,Kendre Miller,RB,carries,Taysom Hill,QB,0.1227,0.1982,0.0756,3,9
2025,NO,Kendre Miller,RB,carries,Spencer Rattler,QB,0.1505,0.2,0.0495,7,1
2025,NO,Kendre Miller,RB,targets,Kevin Austin Jr.,WR,0.0244,0.1688,0.1444,1,4
2025,NO,Kendre Miller,RB,targets,Devaughn Vele,WR,0.0476,0.1798,0.1322,3,6
2025,NO,Kendre Miller,RB,targets,Rashid Shaheed,WR,0.1993,0.3075,0.1082,7,2
2025,NO,Kendre Miller,RB,targets,Mason Tipton,WR,0.0323,0.0796,0.0474,1,5
2025,NO,Kendre Miller,RB,targets,Brandin Cooks,WR,0.0773,0.1025,0.0252,7,2
2025,NO,Audric Estimé,RB,carries,Taysom Hill,QB,0.168,0.3571,0.1891,6,1
2025,NO,Audric Estimé,RB,carries,Tyler Shough,QB,0.1528,0.25,0.0972,7,1
2025,NO,Audric Estimé,RB,targets,Devin Neal,RB,0.0708,0.1628,0.092,4,1
2025,NO,Spencer Rattler,QB,carries,Audric Estimé,RB,0.2653,0.8077,0.5424,4,1
2025,NO,Spencer Rattler,QB,targets,Kevin Austin Jr.,WR,0.1087,0.2647,0.156,4,1
2025,NO,Spencer Rattler,QB,targets,Dante Pettis,WR,0.0642,0.1471,0.0828,3,1
2025,NO,Spencer Rattler,QB,targets,Audric Estimé,RB,0.073,0.1471,0.0741,3,1
2025,NO,Spencer Rattler,QB,targets,Taysom Hill,QB,0.0632,0.0882,0.025,6,1
2025,NO,Devaughn Vele,WR,carries,Audric Estimé,RB,0.1125,0.548,0.4355,2,3
2025,NO,Devaughn Vele,WR,carries,Alvin Kamara,RB,0.4569,0.6667,0.2098,10,1
2025,NO,Devaughn Vele,WR,carries,Taysom Hill,QB,0.1536,0.3082,0.1546,10,2
2025,NO,Devaughn Vele,WR,carries,Kendre Miller,RB,0.2433,0.2593,0.016,6,1
2025,NO,Devaughn Vele,WR,targets,Chris Olave,WR,0.2749,0.3631,0.0882,13,3
2025,NO,Devaughn Vele,WR,targets,Dante Pettis,WR,0.0233,0.1055,0.0822,1,3
2025,NO,Devaughn Vele,WR,targets,Taysom Hill,QB,0.0503,0.1079,0.0576,5,2
2025,NO,Devaughn Vele,WR,targets,Brandin Cooks,WR,0.078,0.122,0.0439,8,1
2025,NO,Devaughn Vele,WR,targets,Mason Tipton,WR,0.0648,0.1064,0.0416,5,1
2025,NO,Devin Neal,RB,carries,Audric Estimé,RB,0.1125,0.548,0.4355,2,3
2025,NO,Devin Neal,RB,carries,Taysom Hill,QB,0.1477,0.2744,0.1268,9,3
2025,NO,Devin Neal,RB,carries,Kendre Miller,RB,0.2001,0.3061,0.106,4,3
2025,NO,Devin Neal,RB,targets,Dante Pettis,WR,0.0233,0.1055,0.0822,1,3
2025,NO,Devin Neal,RB,targets,Chris Olave,WR,0.2708,0.3368,0.066,11,5
2025,NO,Devin Neal,RB,targets,Taysom Hill,QB,0.0503,0.1079,0.0576,5,2
2025,NO,Devin Neal,RB,targets,Alvin Kamara,RB,0.1052,0.1474,0.0423,8,3
2025,NO,Devin Neal,RB,targets,Mason Tipton,WR,0.0648,0.1064,0.0416,5,1
2025,NYG,Russell Wilson,QB,carries,Tyrone Tracy Jr.,RB,0.3569,0.4967,0.1398,10,5
2025,NYG,Russell Wilson,QB,carries,Devin Singletary,RB,0.1992,0.3101,0.1109,12,5
2025,NYG,Russell Wilson,QB,targets,Wan'Dale Robinson,WR,0.2755,0.3855,0.11,12,4
2025,NYG,Russell Wilson,QB,targets,Gunner Olszewski,WR,0.0469,0.1536,0.1067,2,2
2025,NYG,Russell Wilson,QB,targets,Darius Slayton,WR,0.1359,0.1996,0.0637,9,5
2025,NYG,Russell Wilson,QB,targets,Devin Singletary,RB,0.0521,0.0907,0.0386,6,4
2025,NYG,Russell Wilson,QB,targets,Daniel Bellinger,TE,0.0596,0.0917,0.0322,9,3
2025,NYG,Darius Slayton,WR,carries,Cam Skattebo,RB,0.3755,0.5139,0.1384,6,2
2025,NYG,Darius Slayton,WR,carries,Jaxson Dart,QB,0.1904,0.217,0.0266,12,2
2025,NYG,Darius Slayton,WR,targets,Isaiah Hodgins,WR,0.0803,0.2069,0.1266,5,1
2025,NYG,Darius Slayton,WR,targets,Jalin Hyatt,WR,0.0524,0.1199,0.0675,2,3
2025,NYG,Darius Slayton,WR,targets,Wan'Dale Robinson,WR,0.2989,0.3206,0.0217,13,3
2025,NYG,Darius Slayton,WR,targets,Tyrone Tracy Jr.,RB,0.1225,0.1379,0.0155,12,1
2025,NYG,Darius Slayton,WR,targets,Daniel Bellinger,TE,0.0659,0.0761,0.0102,10,2
2025,NYG,Gunner Olszewski,WR,carries,Jaxson Dart,QB,0.1853,0.3103,0.125,13,1
2025,NYG,Gunner Olszewski,WR,carries,Tyrone Tracy Jr.,RB,0.3954,0.5172,0.1219,14,1
2025,NYG,Gunner Olszewski,WR,targets,Darius Slayton,WR,0.1495,0.2778,0.1283,13,1
2025,NYG,Gunner Olszewski,WR,targets,Daniel Bellinger,TE,0.0636,0.1111,0.0475,11,1
2025,NYG,Wan'Dale Robinson,WR,carries,Tyrone Tracy Jr.,RB,0.3921,0.5625,0.1704,14,1
2025,NYG,Wan'Dale Robinson,WR,carries,Devin Singletary,RB,0.2287,0.2812,0.0525,16,1
2025,NYG,Wan'Dale Robinson,WR,targets,Gunner Olszewski,WR,0.0427,0.2727,0.23,3,1
2025,NYG,Wan'Dale Robinson,WR,targets,Tyrone Tracy Jr.,RB,0.1112,0.2727,0.1615,12,1
2025,NYG,Wan'Dale Robinson,WR,targets,Darius Slayton,WR,0.1476,0.303,0.1555,13,1
2025,NYG,Jalin Hyatt,WR,carries,Tyrone Tracy Jr.,RB,0.3586,0.4932,0.1346,10,5
2025,NYG,Jalin Hyatt,WR,carries,Devin Singletary,RB,0.2052,0.2956,0.0904,12,5
2025,NYG,Jalin Hyatt,WR,targets,Gunner Olszewski,WR,0.0469,0.1536,0.1067,2,2
2025,NYG,Jalin Hyatt,WR,targets,Wan'Dale Robinson,WR,0.2835,0.3615,0.078,12,4
2025,NYG,Jalin Hyatt,WR,targets,Theo Johnson,TE,0.159,0.2186,0.0595,12,3
2025,NYG,Jalin Hyatt,WR,targets,Darius Slayton,WR,0.1415,0.1895,0.048,9,5
2025,NYG,Jalin Hyatt,WR,targets,Devin Singletary,RB,0.0491,0.0951,0.0459,6,4
2025,NYG,Malik Nabers,WR,carries,Devin Singletary,RB,0.1222,0.2655,0.1433,4,13
2025,NYG,Malik Nabers,WR,carries,Tyrone Tracy Jr.,RB,0.3107,0.4267,0.116,3,12
2025,NYG,Malik Nabers,WR,carries,Jaxson Dart,QB,0.1057,0.2184,0.1126,3,11
2025,NYG,Malik Nabers,WR,carries,Cam Skattebo,RB,0.3964,0.4238,0.0273,4,4
2025,NYG,Malik Nabers,WR,targets,Wan'Dale Robinson,WR,0.2208,0.3304,0.1095,4,12
2025,NYG,Malik Nabers,WR,targets,Darius Slayton,WR,0.1099,0.1782,0.0683,4,10
2025,NYG,Malik Nabers,WR,targets,Theo Johnson,TE,0.1339,0.1844,0.0506,4,11
2025,NYG,Malik Nabers,WR,targets,Devin Singletary,RB,0.025,0.0722,0.0472,1,9
2025,NYG,Malik Nabers,WR,targets,Daniel Bellinger,TE,0.0382,0.0774,0.0392,3,9
2025,NYG,Tyrone Tracy Jr.,RB,carries,Cam Skattebo,RB,0.3598,0.5609,0.2011,6,2
2025,NYG,Tyrone Tracy Jr.,RB,carries,Jaxson Dart,QB,0.1871,0.237,0.0499,12,2
2025,NYG,Tyrone Tracy Jr.,RB,targets,Theo Johnson,TE,0.1642,0.2147,0.0506,13,2
2025,NYG,Tyrone Tracy Jr.,RB,targets,Darius Slayton,WR,0.1556,0.1769,0.0213,12,2
2025,NYG,Tyrone Tracy Jr.,RB,targets,Beaux Collins,WR,0.0602,0.0769,0.0168,2,1
2025,NYG,Tyrone Tracy Jr.,RB,targets,Cam Skattebo,RB,0.1247,0.1397,0.015,6,2
2025,NYG,Tyrone Tracy Jr.,RB,targets,Daniel Bellinger,TE,0.0659,0.0763,0.0104,10,2
2025,NYG,Theo Johnson,TE,carries,Tyrone Tracy Jr.,RB,0.3838,0.5312,0.1474,13,2
2025,NYG,Theo Johnson,TE,carries,Devin Singletary,RB,0.2249,0.2835,0.0586,15,2
2025,NYG,Theo Johnson,TE,targets,Wan'Dale Robinson,WR,0.291,0.4828,0.1917,15,1
2025,NYG,Theo Johnson,TE,targets,Gunner Olszewski,WR,0.0469,0.1536,0.1067,2,2
2025,NYG,Theo Johnson,TE,targets,Devin Singletary,RB,0.0597,0.1379,0.0782,9,1
2025,NYG,Theo Johnson,TE,targets,Tyrone Tracy Jr.,RB,0.1151,0.1708,0.0558,11,2
2025,NYG,Theo Johnson,TE,targets,Darius Slayton,WR,0.1512,0.2032,0.052,12,2
2025,NYG,Jaxson Dart,QB,carries,Devin Singletary,RB,0.2093,0.4004,0.1911,15,2
2025,NYG,Jaxson Dart,QB,carries,Tyrone Tracy Jr.,RB,0.3856,0.5199,0.1343,13,2
