season,team,out_player,out_pos,metric,beneficiary,benef_pos,share_with,share_without,delta,n_with,n_without
2025,TEN,Calvin Ridley,WR,targets,Tony Pollard,RB,0.0777,0.0935,0.0158,7,8
2025,TEN,Van Jefferson,WR,carries,Tony Pollard,RB,0.6466,0.7368,0.0903,16,1
2025,TEN,Van Jefferson,WR,targets,Elic Ayomanor,WR,0.1769,0.303,0.1262,15,1
2025,TEN,Van Jefferson,WR,targets,Tyjae Spears,RB,0.1259,0.2121,0.0862,11,1
2025,TEN,Van Jefferson,WR,targets,David Martin-Robinson,TE,0.0327,0.0909,0.0582,3,1
2025,TEN,Tyjae Spears,RB,carries,Tony Pollard,RB,0.614,0.775,0.1609,13,4
2025,TEN,Tyjae Spears,RB,carries,Cam Ward,QB,0.0993,0.1318,0.0325,11,3
2025,TEN,Tyjae Spears,RB,carries,Julius Chestnut,RB,0.0618,0.0793,0.0174,4,3
2025,TEN,Tyjae Spears,RB,carries,Chimere Dike,WR,0.0561,0.0668,0.0107,5,4
2025,TEN,Tyjae Spears,RB,targets,Calvin Ridley,WR,0.1092,0.2125,0.1033,3,4
2025,TEN,Tyjae Spears,RB,targets,Elic Ayomanor,WR,0.1693,0.2312,0.062,12,4
2025,TEN,Tyjae Spears,RB,targets,Tyler Lockett,WR,0.0863,0.1071,0.0208,3,4
2025,TEN,Tyjae Spears,RB,targets,Chig Okonkwo,TE,0.1451,0.1651,0.02,13,4
2025,TEN,Tyjae Spears,RB,targets,Julius Chestnut,RB,0.027,0.0435,0.0165,1,1
2025,TEN,Elic Ayomanor,WR,carries,Cam Ward,QB,0.0935,0.2727,0.1793,13,1
2025,TEN,Elic Ayomanor,WR,carries,Julius Chestnut,RB,0.0657,0.0909,0.0252,6,1
2025,TEN,Elic Ayomanor,WR,targets,Xavier Restrepo,WR,0.0286,0.1579,0.1293,1,1
2025,TEN,Elic Ayomanor,WR,targets,Gunnar Helm,TE,0.1013,0.1842,0.0829,15,1
2025,TEN,Elic Ayomanor,WR,targets,Tony Pollard,RB,0.0828,0.1316,0.0487,14,1
2025,TEN,Elic Ayomanor,WR,targets,Chimere Dike,WR,0.1452,0.1842,0.039,15,1
2025,TEN,Elic Ayomanor,WR,targets,James Proche,WR,0.0558,0.0789,0.0232,5,1
2025,TEN,Gunnar Helm,TE,carries,Tony Pollard,RB,0.6466,0.7368,0.0903,16,1
2025,TEN,Gunnar Helm,TE,targets,Elic Ayomanor,WR,0.1769,0.303,0.1262,15,1
2025,TEN,Gunnar Helm,TE,targets,Tyjae Spears,RB,0.1259,0.2121,0.0862,11,1
2025,TEN,Gunnar Helm,TE,targets,David Martin-Robinson,TE,0.0327,0.0909,0.0582,3,1
2025,WAS,Josh Johnson,QB,carries,Austin Ekeler,RB,0.2069,0.4211,0.2142,1,1
2025,WAS,Josh Johnson,QB,carries,Jacory Croskey-Merritt,RB,0.3686,0.3965,0.0279,11,6
2025,WAS,Josh Johnson,QB,targets,Jaylin Lane,WR,0.0661,0.1399,0.0738,8,5
2025,WAS,Josh Johnson,QB,targets,Deebo Samuel Sr.,WR,0.237,0.2935,0.0565,11,5
2025,WAS,Josh Johnson,QB,targets,Chris Moore,WR,0.0971,0.1377,0.0406,5,3
2025,WAS,Josh Johnson,QB,targets,John Bates,TE,0.0636,0.0995,0.0359,6,3
2025,WAS,Josh Johnson,QB,targets,Terry McLaurin,WR,0.224,0.2598,0.0358,8,2
2025,WAS,Zach Ertz,TE,carries,Chris Rodriguez Jr.,RB,0.2786,0.4885,0.2098,10,2
2025,WAS,Zach Ertz,TE,carries,Jacory Croskey-Merritt,RB,0.3526,0.4624,0.1098,13,4
2025,WAS,Zach Ertz,TE,carries,Marcus Mariota,QB,0.1734,0.2059,0.0325,8,1
2025,WAS,Zach Ertz,TE,carries,Deebo Samuel Sr.,WR,0.0586,0.0875,0.0289,8,2
2025,WAS,Zach Ertz,TE,targets,Treylon Burks,WR,0.0788,0.1702,0.0914,4,4
2025,WAS,Zach Ertz,TE,targets,Ben Sinnott,TE,0.0378,0.1146,0.0768,4,4
2025,WAS,Zach Ertz,TE,targets,Terry McLaurin,WR,0.2196,0.2485,0.0289,6,4
2025,WAS,Zach Ertz,TE,targets,Chris Rodriguez Jr.,RB,0.0281,0.0513,0.0232,2,2
2025,WAS,Marcus Mariota,QB,carries,Jacory Croskey-Merritt,RB,0.3614,0.5062,0.1448,15,2
2025,WAS,Marcus Mariota,QB,carries,Josh Johnson,QB,0.0385,0.1625,0.124,1,2
2025,WAS,Marcus Mariota,QB,carries,Chris Rodriguez Jr.,RB,0.3057,0.4,0.0943,11,1
2025,WAS,Marcus Mariota,QB,carries,Deebo Samuel Sr.,WR,0.0586,0.0875,0.0289,8,2
2025,WAS,Marcus Mariota,QB,targets,Ben Sinnott,TE,0.0523,0.1479,0.0956,6,2
2025,WAS,Marcus Mariota,QB,targets,Terry McLaurin,WR,0.2209,0.2719,0.051,8,2
2025,WAS,Marcus Mariota,QB,targets,Treylon Burks,WR,0.115,0.1529,0.0379,6,2
2025,WAS,Marcus Mariota,QB,targets,John Bates,TE,0.0718,0.1053,0.0334,8,1
2025,WAS,Marcus Mariota,QB,targets,Chris Rodriguez Jr.,RB,0.0354,0.0526,0.0172,3,1
2025,WAS,Noah Brown,WR,carries,Jacory Croskey-Merritt,RB,0.3473,0.3881,0.0408,4,13
2025,WAS,Noah Brown,WR,carries,Marcus Mariota,QB,0.1464,0.1858,0.0394,2,7
2025,WAS,Noah Brown,WR,carries,Deebo Samuel Sr.,WR,0.0345,0.0677,0.0332,1,9
2025,WAS,Noah Brown,WR,carries,Jayden Daniels,QB,0.2727,0.2873,0.0146,3,4
2025,WAS,Noah Brown,WR,targets,Chris Moore,WR,0.0345,0.1235,0.089,1,7
2025,WAS,Noah Brown,WR,targets,Zach Ertz,TE,0.1558,0.2052,0.0494,3,10
2025,WAS,Noah Brown,WR,targets,Treylon Burks,WR,0.0875,0.1368,0.0493,2,6
2025,WAS,Noah Brown,WR,targets,Ben Sinnott,TE,0.0456,0.0945,0.0489,3,5
2025,WAS,Noah Brown,WR,targets,Jeremy McNichols,RB,0.0562,0.1049,0.0486,2,11
2025,WAS,Terry McLaurin,WR,carries,Jacory Croskey-Merritt,RB,0.3534,0.4142,0.0608,10,7
2025,WAS,Terry McLaurin,WR,carries,Jayden Daniels,QB,0.2727,0.2873,0.0146,3,4
2025,WAS,Terry McLaurin,WR,targets,Chris Moore,WR,0.0644,0.1411,0.0767,3,5
2025,WAS,Terry McLaurin,WR,targets,Deebo Samuel Sr.,WR,0.2325,0.2915,0.059,10,6
2025,WAS,Terry McLaurin,WR,targets,Jaylin Lane,WR,0.0714,0.1143,0.0428,6,7
2025,WAS,Terry McLaurin,WR,targets,John Bates,TE,0.0589,0.0964,0.0374,5,4
2025,WAS,Terry McLaurin,WR,targets,Jacory Croskey-Merritt,RB,0.0369,0.0592,0.0223,4,6
2025,WAS,Deebo Samuel Sr.,WR,carries,Jacory Croskey-Merritt,RB,0.3731,0.4643,0.0912,16,1
2025,WAS,Deebo Samuel Sr.,WR,targets,Jaylin Lane,WR,0.0862,0.1935,0.1073,12,1
2025,WAS,Deebo Samuel Sr.,WR,targets,Chris Moore,WR,0.1053,0.1613,0.0559,7,1
2025,WAS,Deebo Samuel Sr.,WR,targets,Zach Ertz,TE,0.1912,0.2258,0.0346,12,1
2025,WAS,Deebo Samuel Sr.,WR,targets,Robbie Chosen,WR,0.1042,0.129,0.0248,2,1
2025,WAS,Deebo Samuel Sr.,WR,targets,Jacory Croskey-Merritt,RB,0.0487,0.0645,0.0158,9,1
2025,WAS,Treylon Burks,WR,carries,Chris Rodriguez Jr.,RB,0.3852,0.4545,0.0694,6,1
2025,WAS,Treylon Burks,WR,targets,Chris Moore,WR,0.0476,0.1724,0.1248,1,1
2025,WAS,Treylon Burks,WR,targets,Zach Ertz,TE,0.1976,0.2759,0.0782,4,1
2025,WAS,Treylon Burks,WR,targets,Deebo Samuel Sr.,WR,0.2456,0.2759,0.0303,8,1
2025,WAS,Chris Rodriguez Jr.,RB,carries,Austin Ekeler,RB,0.2069,0.4211,0.2142,1,1
2025,WAS,Chris Rodriguez Jr.,RB,carries,Jacory Croskey-Merritt,RB,0.3576,0.4758,0.1182,14,3
2025,WAS,Chris Rodriguez Jr.,RB,carries,Jayden Daniels,QB,0.2665,0.3684,0.1019,6,1
2025,WAS,Chris Rodriguez Jr.,RB,carries,Jeremy McNichols,RB,0.0924,0.1636,0.0712,13,2
2025,WAS,Chris Rodriguez Jr.,RB,carries,Deebo Samuel Sr.,WR,0.0576,0.125,0.0674,9,1
2025,WAS,Chris Rodriguez Jr.,RB,targets,Terry McLaurin,WR,0.2155,0.2676,0.0521,7,3
2025,WAS,Chris Rodriguez Jr.,RB,targets,Ben Sinnott,TE,0.0664,0.0925,0.026,5,3
2025,WAS,Luke McCaffrey,WR,carries,Chris Rodriguez Jr.,RB,0.2218,0.4054,0.1835,6,6
2025,WAS,Luke McCaffrey,WR,carries,Jeremy McNichols,RB,0.0757,0.1319,0.0562,8,7
2025,WAS,Luke McCaffrey,WR,targets,Terry McLaurin,WR,0.1782,0.2664,0.0881,4,6
2025,WAS,Luke McCaffrey,WR,targets,Treylon Burks,WR,0.0476,0.1355,0.0878,1,7
2025,WAS,Luke McCaffrey,WR,targets,Ben Sinnott,TE,0.0289,0.092,0.0631,2,6
2025,WAS,Luke McCaffrey,WR,targets,Zach Ertz,TE,0.1827,0.219,0.0363,9,4
2025,WAS,Jayden Daniels,QB,carries,Marcus Mariota,QB,0.0792,0.205,0.1258,2,7
2025,WAS,Jayden Daniels,QB,carries,Chris Rodriguez Jr.,RB,0.2635,0.3387,0.0752,4,8
2025,WAS,Jayden Daniels,QB,carries,Jeremy McNichols,RB,0.0679,0.1189,0.051,5,10
2025,WAS,Jayden Daniels,QB,carries,Deebo Samuel Sr.,WR,0.0319,0.0783,0.0464,3,7
2025,WAS,Jayden Daniels,QB,targets,Treylon Burks,WR,0.0488,0.1497,0.1009,2,6
2025,WAS,Jayden Daniels,QB,targets,Luke McCaffrey,WR,0.0605,0.1289,0.0684,4,3
2025,WAS,Jayden Daniels,QB,targets,Zach Ertz,TE,0.1682,0.2238,0.0556,7,6
2025,WAS,Jayden Daniels,QB,targets,Ben Sinnott,TE,0.0372,0.0892,0.052,2,6
2025,WAS,Jayden Daniels,QB,targets,Terry McLaurin,WR,0.2191,0.2363,0.0171,3,7
2025,WAS,Jaylin Lane,WR,carries,Jacory Croskey-Merritt,RB,0.3614,0.5062,0.1448,15,2
2025,WAS,Jaylin Lane,WR,carries,Josh Johnson,QB,0.0385,0.1625,0.124,1,2
2025,WAS,Jaylin Lane,WR,carries,Chris Rodriguez Jr.,RB,0.3057,0.4,0.0943,11,1
2025,WAS,Jaylin Lane,WR,carries,Deebo Samuel Sr.,WR,0.0586,0.0875,0.0289,8,2
2025,WAS,Jaylin Lane,WR,targets,Ben Sinnott,TE,0.0523,0.1479,0.0956,6,2
2025,WAS,Jaylin Lane,WR,targets,Terry McLaurin,WR,0.2209,0.2719,0.051,8,2
2025,WAS,Jaylin Lane,WR,targets,Treylon Burks,WR,0.115,0.1529,0.0379,6,2
2025,WAS,Jaylin Lane,WR,targets,John Bates,TE,0.0718,0.1053,0.0334,8,1
2025,WAS,Jaylin Lane,WR,targets,Chris Rodriguez Jr.,RB,0.0354,0.0526,0.0172,3,1
